,0,1
0,-9.857749466599039,2.97995782176589
1,-7.320583145054465,13.679957561968878
2,-5.694140827435975,16.510862436799627
3,-4.940705609282114,17.134411733333927
4,-4.142585790357895,19.81487107115627
5,-9.106257860320268,0.6114006521152103
6,-8.190502869213848,-0.15732160354200841
7,4.923827908443802,-7.1156167409362014
8,1.6935258734791439,-8.437240058292472
9,-3.4351762566006276,1.8906986118135298
10,-2.66089965601441,-6.1571239698737035
11,-8.207706848449257,-4.698181279576366
12,14.96134367626499,0.8441500867032219
13,-9.707791269399573,2.973370326533407
14,9.921435847057905,-6.272671395932618
15,9.656429836791512,-5.491337856493818
16,-2.784766039954215,-5.040134788214722
17,6.675101930928518,-9.273086598941966
18,-7.747772789029506,-2.318052244645571
19,12.532756957408656,-2.689618342200891
20,-7.263955353131969,-3.707452715092543
21,6.908549033501496,-7.7902811372225065
22,2.7460931773641883,-5.32001547812041
23,-1.9276290938143403,-5.807898607915346
24,15.244400262785204,4.939309205032929
25,12.421926403239791,-3.653396118118301
26,6.933775629962369,-2.8130429794912573
27,8.654257514028014,-4.1940876917789005
28,1.2371138412838703,1.332092215943451
29,4.786695964839205,3.66282748290456
30,1.371961430319611,-8.444134478389438
31,7.788176990698364,-6.610214248602703
32,15.509494701270004,3.8786276529336554
33,1.9493120104169697,-10.252069784406695
34,-12.481938277096605,-0.16789202224321226
35,15.231697813205242,3.116235996931753
36,2.9560839277050066,-9.904790841715517
37,-13.906102481450624,11.502970588851369
38,-2.289656103464441,-0.6972663193327293
39,-12.401897455790078,5.130517110442031
40,-5.134488077867467,-6.8417404076625905
41,10.673213882802585,-6.430446287276958
42,-10.435585615744012,3.480695753730499
43,-9.436205834100157,13.724912864612937
44,-10.367957456207694,6.659213878609192
45,-14.388762791254251,9.114184056694826
46,5.303227016721821,-7.504418006998892
47,-3.507108130627623,-4.612428152774452
48,-8.080446884476766,-3.7986328637573945
49,-12.72047638114327,0.9028906808475704
50,14.4431296351595,3.4829171858943258
51,-6.948239562237008,1.5002377742562474
52,8.87613776864043,-7.011090833058055
53,-3.0205805660236282,-1.8138358657177929
54,1.5028083920158575,7.304611374231411
55,6.721149331714101,-8.34804606992084
56,5.643757986302707,-8.794725217884949
57,12.578153445916412,-0.5199794363966335
58,9.656333643844215,-1.960707951557204
59,-2.8127753551831463,21.23800487858784
60,-7.822863868837449,14.456736199554964
61,7.531272423569631,-8.292909663595326
62,-0.717561340321347,1.9943121797248207
63,15.233694258077541,3.4277804774490854
64,-9.27380947690068,1.1262563841368662
65,15.528288699284163,2.820439932022751
66,11.029127841029092,-5.4089403281189865
67,2.711785919830514,-4.006130447870276
68,-5.340313027139601,-2.9213163443714882
69,-2.6823024322088087,-2.1252385085428642
70,15.601239953785141,3.8537729702670878
71,13.954648481130802,0.25977117739805916
72,-0.030983345822691445,-6.43675388291187
73,0.8937792110351014,-9.691752482448086
74,-2.307414030802827,-8.49890057244295
75,-3.567835153616444,6.787092828633419
76,-4.069188203199603,-5.931751829911285
77,-12.073746519360752,1.9874575982404978
78,-8.614963052877433,5.014895287109966
79,-11.975036711837502,3.1740777424375124
80,-6.317085878450228,10.418274606603108
81,4.898535265338946,-9.629414391405794
82,1.7083924947068474,-8.81471006916412
83,-6.569126289589733,18.37061547315612
84,2.8669067505472916,2.6315409417900586
85,-3.998699376588772,2.507850179881778
86,2.5196183008885913,8.446588317823753
87,-2.295738210685334,-6.614663928036335
