,0
0,0.24261021623394755
1,0.30720317811976505
2,0.3709771189425553
3,0.7972690094881324
4,0.7821726768251233
5,0.7885559195723918
6,0.25720109928976365
7,0.43854375250803707
8,0.530888087823914
9,0.47595139821089283
10,0.4034266998579429
11,0.5854626371711581
12,0.5508443016699099
13,0.16057709550056148
14,0.647105945333873
15,0.18405799221945354
16,0.2416312693850495
17,0.2935574431698942
18,0.4162096392505281
19,0.46810449141782123
20,0.3461414645723057
21,0.7007918030916037
22,0.5765217668827958
23,0.6594738698171696
24,0.6621708648135008
25,0.6072816689893219
26,0.6615617528949009
27,0.5545605097069904
28,0.367416719909732
29,0.7144525046052078
30,0.34757412314943964
31,0.768124139865636
32,0.5349298197724989
33,0.7090753899289611
34,0.2768531057168937
35,0.8129428269076214
36,0.46259117709281217
37,0.42494077083632426
38,0.7105610706764014
39,0.5793206948306303
40,0.2652635624110432
41,0.2589586789851553
42,0.5868724895614785
43,0.8107552834892338
44,0.3896767836944401
45,0.7875557654175875
46,0.15805856389079315
47,0.40331415303487805
48,0.5709884710753967
49,0.3151355522886025
50,0.41735416851592555
51,0.6193716719265612
52,0.6151785978214103
53,0.5884478039545414
54,0.2764921563891432
55,0.7205930877118942
56,0.6147337622830379
57,0.48991721365631524
58,0.7197259159725791
59,0.8093225641925188
60,0.6807462156940054
61,0.7301898599112221
62,0.7277319560373923
63,0.4113514795786726
64,0.4924336759250355
65,0.19787262617353057
66,0.6149382841101406
67,0.3231942350808305
68,0.5672939175288375
69,0.3224431169508096
70,0.31869070594316934
71,0.34435909761212796
72,0.5361333680528738
73,0.6110737579560878
74,0.1865590328900134
75,0.2883045130749156
76,0.6687039323111917
77,0.7440759516946631
78,0.40067160607448765
79,0.4632782626512612
80,0.39205384594834153
81,0.2432073319580673
82,0.34186820930384365
83,0.5734217349880553
84,0.25935421250825164
85,0.4666145901052797
86,0.5104380340250401
87,0.33993590914722993
88,0.40823109911188915
89,0.28232551681254037
90,0.45660453659067335
91,0.3964368419918266
92,0.4166182050342231
93,0.5520618041463893
94,0.5718959377847035
95,0.5184853521892226
96,0.5079490558947264
97,0.6429417542151606
98,0.6069192349177088
99,0.48901653501808573
100,0.58183491072775
101,0.40683360857446615
102,0.4632115046733193
103,0.5933582004296853
104,0.4420967549897773
105,0.5595658274949737
106,0.5445374212573708
107,0.679359724608627
108,0.4551864040282338
109,0.529699991746822
110,0.5945788866128656
111,0.5756200872450697
112,0.37164722898190555
113,0.4355383108135779
114,0.37336604557808856
